id,restaurant_count,hotel_count,museum_count,shopping_center_count
1109294126908490587,317,25,2,0
1109399537879760436,665,138,21,3
1109421157001832531,530,24,1,0
1109430515495210343,165,4,0,0
1109525848397355061,43,1,0,0
1109894220368001348,524,77,19,1
1109900619802240911,605,97,26,2
1114994168580847451,336,26,2,0
1114994692399793241,336,26,2,0
1115008119758516105,441,69,19,1
1115011167361287995,184,2,1,0
1115031023374651452,533,92,21,2
1115034844833737414,165,3,2,0
1115044795834053841,210,12,6,0
1115093293643922233,113,5,0,0
1115211496212008361,157,3,2,0
1109905246126593943,536,80,20,1
1109910031755186121,587,90,24,1
1110027291384407931,317,25,2,0
1110137101224393557,157,3,2,0
1110182992365840169,517,111,15,3
1110202372110414062,37,2,0,0
1115223877180485828,498,38,1,0
1115304106170088367,408,20,2,0
1115353239605825248,544,99,24,2
1115690065090507820,356,39,3,1
1115753041215057657,309,16,3,0
1115783659761387431,173,12,4,0
1115797479058677585,554,108,23,2
1115806043129009416,160,7,3,0
1115823340562547441,306,33,0,0
1110209832853618008,29,0,0,0
1110210695570190116,396,21,3,0
1110213039750860770,389,39,2,1
1110244129527799698,586,98,23,1
1115846355078542068,449,56,4,1
1115849442967085990,264,48,3,1
1115855817113652580,495,108,15,3
1115990203702245702,510,82,23,2
1116002947007399192,426,27,1,0
1116078406832307905,75,2,0,0
1116441890063435973,252,44,3,1
1116456100784807861,710,150,24,2
1116461632180718154,228,27,3,1
1116502691000166722,557,85,23,1
1110607562262991950,613,110,28,2
1110613955224543504,608,103,27,2
1120919795546896566,220,16,1,0
1120928859797530137,639,127,14,2
1120935402579099792,545,95,25,2
1120937339868733481,608,116,10,2
1120945443959554816,625,124,20,2
1120953328226318330,624,125,17,2
1116530629861248933,447,31,3,0
1116568731185040547,294,12,1,0
1116579745604109191,330,14,1,0
1116583247130398038,333,14,1,0
1116586357478865082,601,98,27,2
1116587140229180259,281,9,1,0
1116608345692467551,65,2,1,0
1116612488281729636,69,0,1,0
1116613227686575693,638,127,17,3
1120956083507369787,274,16,5,0
1120962733649439908,655,111,8,1
1120979223210420519,172,4,2,0
1120987297125645163,603,95,7,1
1116642533191974191,507,78,10,0
1116644368185138560,30,5,0,0
1116660206148773926,636,121,9,1
1116668586336672861,643,125,18,2
1116689403256135379,68,9,2,0
1116755523802398325,201,5,2,0
1116768932468303042,567,119,19,3
1116806175504090340,261,13,5,0
1116867880669400696,629,51,3,0
1120990719006270551,704,146,23,3
1120992189140743170,427,51,6,0
1120998388254510774,157,3,2,0
1121010995052795859,432,53,6,0
1121014874140929628,187,4,2,0
1121050099026072334,270,25,3,1
1121070264646117685,214,9,1,0
1121204526689052395,543,105,19,3
1121475986100360045,538,36,1,0
1116884374637206654,257,30,3,1
1117044813242677570,500,36,0,0
1117105865284699328,290,31,4,1
1117122927000017665,650,121,18,3
1117147738630150054,367,14,1,0
1117256445719907637,409,13,1,0
1117298757372120376,606,123,22,3
1117301704681830293,648,137,28,2
1117301718398308228,645,130,26,2
1117315359757028872,410,23,3,0
1121587115426477758,609,96,9,1
1121596268916414275,596,94,22,1
1121602208095814970,177,5,2,0
1121602345668554110,177,5,2,0
1121641524404730373,266,31,3,1
1121646333340353852,233,26,3,1
1121651160529312973,457,37,1,0
1121657891567580397,308,27,0,0
1117325254385170341,638,124,18,2
1117325602789781953,405,20,2,0
1117332281221760223,404,20,2,0
1117332361578466523,626,121,19,2
1117346278562771218,636,122,9,1
1117374983216455479,529,74,23,1
1117378386206952954,532,72,23,1
1117382279232385923,556,84,23,1
1117386553670476442,562,91,25,1
1117388469970170821,557,88,25,1
1117395570512052867,333,35,1,0
1117463083966308945,381,33,13,0
1121662054327222102,336,56,6,1
1121686265259402118,708,75,7,0
1121698382864183052,157,3,2,0
1121714028062316053,177,5,2,0
1117526006802069103,277,31,3,1
1117555538938975588,380,20,3,0
1117561076128765095,277,16,1,0
1117845348660925710,638,123,21,2
1117853472032877484,639,127,18,2
1117863893988265555,636,122,20,2
1117870468049269184,630,123,10,1
1117880690118527638,603,113,10,1
1117906729276829534,351,16,2,0
1117946104456639578,575,118,26,2
1121806518495909736,72,4,1,0
1121935266994554355,185,17,2,0
1121939066098440930,734,153,28,3
1121940494221317956,696,147,25,3
1121951931023912797,625,126,18,3
1121956516488061556,594,106,24,3
1117992285527802259,350,13,1,0
1117994273207544777,597,113,10,1
1117997194033662085,350,13,1,0
1118003821051236491,56,3,0,0
1118014954762604260,455,29,2,0
1118031013798009760,350,13,1,0
1118033533755410094,350,13,1,0
1118036465845477181,350,13,1,0
1118050701862951281,58,7,0,0
1118107021628688952,275,14,5,0
1121966976480428937,142,6,2,0
1122163637569360977,453,31,3,0
1122198596805148907,49,0,1,0
1122211331745188878,378,27,11,0
1122218714576767608,566,88,20,1
1122227226890345475,546,82,22,1
1122232768444528531,595,94,26,1
1122236235781903409,639,85,7,0
1118189788698830985,582,49,1,0
1118225943283710277,338,22,12,0
1118522947220795858,448,38,19,0
1118748321068363743,726,150,25,2
1118874566986924566,664,140,21,3
1118899405297276462,50,1,1,0
1118928926492369620,323,24,1,0
1119293730710917108,525,32,0,0
1119374742534310472,345,50,5,1
1119449316482640786,84,9,1,0
1119486513247730727,552,69,6,0
1122240524365750170,219,5,2,0
1122248096791933295,603,100,27,2
1122252357011423868,559,86,22,1
1122284488628445995,561,118,17,3
1122291526938036265,373,15,1,0
1122319313994509693,621,127,29,2
1122332268376308044,586,96,25,2
1122349616272593303,540,79,24,1
1122375726027934449,12,0,1,0
1122389258971072701,276,30,0,0
1122396477498667295,282,29,0,0
1122401128137466309,297,18,1,0
1122405002770384749,297,18,1,0
1122421025239266884,12,0,1,0
1122428534044284693,165,6,2,0
1119520210173258067,532,31,0,0
1119566349245457667,317,42,8,0
1119644407620781659,189,2,2,0
1119722188673282521,196,5,2,0
1119728144460631399,188,2,2,0
1120003192986327248,491,23,1,0
1120062206096650786,514,49,2,0
1120142834287175685,114,10,1,0
1120180465896020502,99,10,1,0
1120246413792546112,262,10,0,0
1122433507313432298,491,106,15,3
1122435119032372090,551,115,15,3
1122437546537758245,568,122,17,3
1122445401460653566,50,7,0,0
1120724920813262583,594,124,19,3
1120749031273349055,612,128,19,3
1120762978032268785,488,82,17,2
1120771371243360273,245,6,4,0
1120779458735617135,718,149,31,2
1120791125729506189,213,5,2,0
1120812679811839821,499,24,0,0
1120828684466724115,419,64,18,1
1120885291695153805,336,35,1,1
1122455509306424632,391,40,2,1
1122480480214479601,28,0,1,0
1122487277394160059,668,137,27,2
1122529962440702546,246,27,0,0
1122591413833240091,501,104,16,3
1122612003291314327,556,91,25,2
1122967180868199552,253,9,1,0
1120886246625172653,623,124,19,2
1120897830824568921,336,35,1,1
1120911441618100743,178,18,1,0
1126505341820380133,245,26,3,1
1126529589181335451,146,3,2,0
1126587041084161299,35,4,0,0
1126597168338373271,182,6,2,0
1126613779447054663,217,12,1,0
1126622933109672202,521,79,23,1
1126623551232002201,142,7,2,0
1123031725382056315,489,36,2,0
1123059622054575641,600,48,4,0
1123087027869110311,60,6,1,0
1123114806323837371,16,2,0,0
1123157476967811220,577,98,25,2
1126651727656366737,393,22,3,0
1126652198831111656,361,23,3,0
1126652732077041508,360,23,3,0
1126661637688071846,245,20,9,0
1126676520690655752,344,40,13,0
1123258583937880952,195,4,2,0
1123287317889295014,194,5,2,0
1123293880228616603,141,7,2,0
1123386407470967741,305,26,0,0
1123669483735273588,634,124,10,1
1123697910199765642,253,6,1,0
1123719251801682234,311,33,1,0
1123720372580682957,431,54,8,0
1123750964586101739,361,41,5,1
1123760311510238252,367,43,5,1
1123920049622046314,559,88,25,1
1126679016420435899,246,21,8,0
1126681184686914848,255,23,8,0
1126718931730263952,644,135,27,2
1126721178812004075,644,135,27,2
1126722786496006936,644,135,27,2
1126728563196095442,644,135,27,2
1126729678459084195,644,135,27,2
1126738667999960064,300,40,5,1
1126753365961535169,644,135,27,2
1126777771778390296,491,37,0,0
1123969702862184803,218,5,2,0
1123985868053752856,12,0,1,0
1124626480855418573,200,5,2,0
1124695369220574367,28,1,1,0
1124719686852446488,194,12,2,0
1124767085698277318,46,3,1,0
1124780878741008556,607,104,27,2
1125108232548735004,631,128,18,3
1126780241184009158,507,37,0,0
1126783017930689104,507,37,0,0
1126785887870128903,479,35,0,0
1126793253524654310,474,35,0,0
1126795319030613569,579,51,1,0
1126798235728845250,505,36,0,0
1126815571264341828,730,156,26,3
1126825957808998545,578,86,22,1
1126828264732561531,119,6,1,0
1126930449466141103,616,121,15,2
1125183143004218579,13,2,0,0
1125269276064219428,179,16,1,0
1125369078779724118,723,150,30,2
1125371114535424330,170,17,1,0
1125449130433329744,4,0,1,0
1125499106752523041,557,36,2,0
1125549774682075122,590,34,2,0
1125795606850997346,314,44,5,1
1125833734789535819,513,43,3,0
1125850261457634035,142,14,1,0
1125877008478083085,165,16,1,0
1125885689043697698,138,13,1,0
1125887691696444397,126,5,1,0
1125890789656093306,155,15,1,0
1126930807065360528,278,35,3,1
1126950099124126566,282,18,1,0
1126954205151761509,558,93,25,2
1127262119792865974,501,74,9,0
1127267817364109513,406,30,3,0
1127268250434456820,152,2,1,0
1127272291749556308,596,95,26,1
1127274345819415668,324,25,2,0
1127289700749209351,538,58,5,0
1127345809803113130,26,1,0,0
1125894543244779299,155,14,1,0
1125902478220039261,130,6,1,0
1125913729546389844,387,12,1,0
1127359317810560748,380,19,3,0
1127404503506570132,403,20,3,0
1127427617754429672,231,26,0,0
1127467824016941933,542,42,0,0
1127539542771411262,279,35,3,1
1127591939954185167,139,1,0,0
1127605771207202913,61,0,1,0
1125955652813692522,640,131,28,2
1125990858201338380,284,39,8,0
1126008217311712283,324,20,9,0
1126060835314782206,487,21,1,0
1126065377023289896,58,3,1,0
1126080734586861394,525,23,1,0
1126086740123232658,677,145,28,2
1126145754796312886,238,4,1,0
1126185282036110398,540,101,22,2
1128000517688916216,640,126,28,2
1128011396218495482,519,63,6,1
1128048530590014975,454,34,2,0
1128103335489546772,341,35,1,0
1128288268563550082,484,56,23,1
1128311322352534020,166,19,2,0
1128462878202858671,211,4,2,0
1128493901410082344,548,84,20,1
1128500298826575582,616,122,27,2
1130406849152495697,212,5,3,0
1130442737493706257,359,24,3,0
1130449807581928596,638,128,22,3
1130524459802718173,325,22,2,0
1130543415860958397,260,9,1,0
1130548358524890275,678,126,11,1
1130617349242016311,125,2,1,0
1130618702611743079,157,2,1,0
1128581032044277155,621,118,23,2
1128603764754655446,606,110,27,2
1128636608637299811,603,116,27,2
1128664879228785561,341,35,1,0
1128678828827344321,333,37,1,0
1128686099621755790,463,26,2,0
1128702335103531878,335,38,1,0
1128707908793915978,216,42,3,1
1128709638364823563,29,2,0,0
1128710150341037800,322,34,1,0
1128715863833246863,404,31,1,0
1130619859600514992,167,2,1,0
1130820672136222298,46,3,1,0
1130848541079746656,43,0,1,0
1130853273215141073,492,101,9,2
1130901352944602712,629,113,10,1
1130922212538579395,25,0,0,0
1130939047460105371,148,4,1,0
1130951878445034714,474,53,22,1
1130965021217076415,469,40,1,0
1130972174658042876,488,41,1,0
1128725997831253761,385,31,1,0
1128731651218940590,383,34,1,0
1128733646146932068,25,0,0,0
1128734301844164548,488,40,1,0
1128748256363485290,268,13,5,0
1128749157139423981,529,56,5,0
1128751869892263324,614,105,27,2
1128756184205812628,447,39,1,0
1128760636512074067,723,150,30,2
1128762874708333087,455,37,1,0
1128767704269258188,479,42,1,0
1130972593917618398,136,8,2,0
1130974024927177891,514,44,1,0
1130980947602614852,541,94,25,2
1130988912200433055,477,56,24,1
1131021141139935057,483,18,1,0
1131066446759448435,159,3,1,0
1131083001701443023,250,9,1,0
1131098451784260609,423,28,3,0
1131108754275087432,144,7,2,0
1131114507914224963,71,7,1,0
1131145977246090252,336,35,1,1
1131157591048193921,231,26,3,1
1131175520254800452,533,80,24,1
1131201940965146315,255,27,0,0
1131220491231833331,50,0,1,0
1131228137515134199,622,118,28,2
1131233938662298483,589,99,27,2
1131262595965281262,128,6,1,0
1131295027244055765,427,68,16,1
1131366846438745248,603,128,19,3
1131441952927307456,412,80,8,1
1131603510592730219,309,13,9,0
1131637404616341082,134,14,1,0
1131660995155794302,155,14,1,0
1128768889094415012,324,22,1,0
1128770863630383980,443,39,1,0
1128788808393917668,37,2,0,0
1128820893076560909,576,117,24,2
1128849051280522329,538,52,2,0
1128857685509942244,561,54,2,0
1128874487738341793,499,86,18,2
1128878757268693689,55,3,0,0
1129063433818017911,371,28,12,0
1129119906055989253,673,117,8,1
1129146530701912844,670,128,10,1
1131661890888686170,153,14,1,0
1131714542226169480,369,28,11,0
1131783269787009025,380,24,1,0
1131794732635252191,155,22,2,0
1129166384138037963,203,12,1,0
1129516708696524193,305,35,3,1
1129523818943346945,47,3,1,0
1129555628915578083,357,64,10,1
1129638000728289756,455,23,1,0
1129684980499837062,548,89,25,1
1129691630903789789,581,51,2,0
1129700146586139406,449,27,3,0
1129711258931550628,662,131,13,2
1129716431144243512,677,112,8,1
1131808915203604431,179,17,1,0
1131817430120833094,200,18,1,0
1131848141076406172,585,35,2,0
1132029285436080579,220,24,1,0
1132035654706620571,164,16,1,0
1132044365202192996,218,24,1,0
1132319817951800854,134,6,2,0
1132326772785663006,60,0,1,0
1132367457726944888,68,1,1,0
1129727758958884546,694,142,22,3
1129732380816905645,2,0,0,0
1129776442884443661,259,9,0,0
1129782733738808795,34,0,0,0
1129857866942668654,505,88,21,2
1129874391336009150,551,74,7,0
1130145677098700485,679,134,20,3
1130168607037229343,680,147,23,2
1130190426527396305,615,124,25,2
1130238216889048839,676,126,11,1
1130242781601206098,668,129,12,1
1132389288132778403,307,33,1,0
1132395140006247304,289,29,2,0
1130249250882013309,163,2,1,0
1130254966983323880,530,76,5,2
1130255044282397933,515,70,5,1
1130255062127915342,421,55,5,1
1130257140490578061,9,0,0,0
1130328005128496323,431,23,3,0
1130339193895718500,712,146,30,2
1130362627787334188,318,24,2,0
1130367934138727058,716,149,24,3
1132411238146830398,313,34,2,1
1132418095271972259,346,35,2,1
1132419809100447121,312,33,2,1
1132423521723329185,345,35,2,1
1132425590222475634,419,18,2,0
1132474544118944556,309,33,1,0
1132510405409183630,303,23,2,0
1132513478702688307,67,7,1,0
1132517918360661569,235,27,1,0
1132517984513447548,235,27,1,0
1132518255367066316,235,27,1,0
1132518685681805280,235,27,1,0
1132530455479745973,44,0,1,0
1134777461429840679,245,9,0,0
1134808233750226936,180,16,0,0
1134853506095609993,29,0,1,0
1135236999323403069,601,102,10,1
1135244424929014397,118,5,2,0
1135311463183690947,616,49,4,0
1135329294451000016,745,157,28,3
1135338692014876409,437,43,3,0
1132530757965461307,591,97,6,1
1132533684689207733,631,130,29,2
1132607435121530226,163,2,1,0
1132627681279726720,253,7,1,0
1132636246339118256,193,5,0,0
1135357558243405460,406,19,3,0
1135368080727664007,590,97,23,1
1135373890489610895,265,28,4,1
1135375085888124087,540,98,24,2
1135378509709911508,428,23,3,0
1135381424969808283,509,30,0,0
1135381639731805917,465,22,0,0
1135400651461158284,529,114,15,3
1132640033786298552,250,7,1,0
1133018872991156287,357,39,1,0
1133084173254255155,47,6,1,0
1133085221552132236,47,6,1,0
1133085258067266827,47,6,1,0
1133089246111358434,513,64,23,1
1133093991589263982,625,55,3,0
1133095531340063208,457,43,19,0
1133097816153972237,484,49,19,0
1135404684661836960,745,150,30,2
1135413741911049100,597,121,17,3
1135423865454593951,600,78,7,0
1135441215384553572,531,87,10,0
1135443916791379732,425,23,3,0
1135466751243960917,236,5,3,0
1135492567150886652,199,19,0,0
1135504462514950447,134,1,0,0
1135529893563822545,486,74,23,1
1135639694909966915,680,123,11,1
1135645717564899800,677,122,10,1
1133103018054878698,487,53,20,1
1133124820229510790,534,75,5,0
1133128396169521047,215,23,1,0
1133137401922173511,210,23,1,0
1133139632373759170,215,23,1,0
1133146132932776800,222,23,1,0
1133146987006154017,216,23,1,0
1135982179027911913,522,44,1,0
1136001933198617675,387,12,1,0
1136009511127281059,77,3,0,0
1136013657305314300,150,5,1,0
1136025950899518689,300,18,3,0
1136068861339862002,86,4,0,0
1136102597998303341,78,1,0,0
1136121623227494149,438,39,3,0
1136128088694688941,582,86,7,0
1133148437760459813,208,19,1,0
1133154173509693640,252,19,1,0
1133174093165121404,163,2,1,0
1133175539695695855,230,13,3,0
1133177190780361847,175,4,2,0
1133184934071723245,456,81,13,1
1133188817986641019,4,0,0,0
1133197561598618557,163,2,1,0
1133198087085466666,330,12,2,0
1133214555724912900,163,2,1,0
1133243797600845396,319,12,0,0
1133325096583432274,228,26,3,1
1136133167628805954,189,17,1,0
1136153064853180727,278,31,0,0
1136172323250587443,272,18,2,0
1136177374708111387,302,31,0,0
1136192027224840091,660,76,6,0
1136194316409024171,627,124,23,2
1136199969971922575,24,0,0,0
1136201147987672289,532,82,10,0
1136205634759640854,516,82,23,2
1136210547047035208,19,0,0,0
1136214413654853295,21,0,0,0
1133406692220123867,120,5,1,0
1133429553177460667,51,0,1,0
1133458657707865232,392,40,0,0
1133668845146798255,226,9,1,0
1133806642098666042,339,33,2,1
1133856606063055199,616,127,20,3
1133889830507095592,659,133,21,3
1133917232515630460,567,104,25,2
1133980016774702249,633,127,18,3
1134010343205386706,426,21,3,0
1134053230123083083,425,23,3,0
1134070106257412617,636,129,19,3
1134087637541168713,481,104,13,2
1134274011764300332,492,29,2,0
1134584414286515637,204,10,1,0
1134694029362015484,514,109,14,3
1134726057426439215,349,65,9,1
1134752550892427499,431,15,1,0
1139092779750433251,353,23,3,0
1139116876181138703,367,11,1,0
1139146851709197859,40,3,1,0
1139196383578230649,611,119,27,2
1139204115627351596,639,50,3,0
1139218282862524288,423,77,16,2
1139569652013723452,580,82,8,0
1139593456743074675,587,108,25,2
1139879928554234917,629,49,3,0
1136225936644665676,21,0,0,0
1136240351335249637,198,5,2,0
1136252486805815148,15,0,1,0
1136272823166885025,314,32,2,1
1136368627173348464,677,125,11,1
1136382096405077850,562,118,17,3
1136383420341654743,680,111,7,1
1136392574392447628,672,127,11,1
1136396106257659726,669,107,7,1
1136404624136622538,674,121,8,1
1136410972821382079,657,117,7,1
1136415594664404020,672,127,11,1
1140004695396245290,584,49,2,0
1140044534770049158,588,110,10,1
1140349067016249791,282,7,0,0
1140431169290026005,11,2,0,0
1140457205424735008,429,38,0,0
1140477510768111183,272,51,3,1
1140484629330067660,647,136,27,2
1136421393113835667,672,116,7,1
1136428020449322765,661,118,7,1
1136700982994222706,366,39,2,1
1136710028084356510,574,85,7,0
1136714077928211807,563,84,7,0
1136735608715377852,612,122,14,3
1136742306862677627,70,7,1,0
1136746080337151607,100,10,0,0
1136749756112961453,83,7,1,0
1136754134385297103,75,7,0,0
1136757210094415812,90,7,0,0
1140492022634699265,489,60,24,1
1140500195672273646,277,15,6,0
1140519161098676631,178,5,2,0
1140519245336421837,582,106,25,2
1140523601438593883,415,22,3,0
1140526097788970447,606,60,6,0
1140587578624790369,461,88,14,2
1140592134080889747,542,73,23,1
1140598451483909612,285,15,1,0
1140631075046253977,101,10,1,0
1140687471938608366,538,47,0,0
1140697908145797347,664,58,4,0
1140717328893210788,571,93,22,1
1140750363192623524,470,23,0,0
1136761534742121884,435,26,3,0
1136779160692324977,325,12,1,0
1136784113874773549,293,15,2,0
1136819375101353352,77,8,2,0
1136877344342450752,541,107,23,2
1136881226179538161,160,6,2,0
1136883319301006436,558,109,23,2
1136889558193252841,576,99,23,2
1136896900386891749,631,125,24,2
1136923560303123306,553,108,23,2
1136930079009100777,598,121,26,2
1140950697098222603,396,21,3,0
1140985567547634985,495,94,22,2
1140985573944453747,546,82,22,1
1141021073216683107,315,35,1,0
1141049634622675991,428,21,3,0
1141071922429586089,439,17,2,0
1141087497307948068,518,40,0,0
1141146839726366929,374,20,3,0
1141154267357316995,677,71,7,0
1141171104252226486,391,22,3,0
1141175042881872056,676,147,27,2
1136934864074535657,606,124,27,2
1136956165361219739,151,13,3,0
1137076371103931229,219,6,0,0
1137372405872429733,405,15,1,0
1137378841402238206,194,18,3,1
1137544896264704584,669,133,21,3
1137554366128569898,605,115,25,2
1137579028384332621,605,114,25,2
1137601551927166196,651,135,21,3
1137617531697020021,564,117,15,3
1137621338500998757,26,0,0,0
1141203287230313238,608,115,25,2
1141210727741671396,557,98,25,2
1137661380827781745,320,22,9,0
1137667416344667887,329,22,12,0
1137671739727570101,341,36,0,0
1137707507618059952,662,141,22,3
1137711163658516171,122,12,1,0
1137719746214444461,153,13,1,0
1137722464874736853,128,12,1,0
1137725200660155848,139,13,1,0
1137750037151318432,429,23,3,0
1137785735877154394,553,100,22,3
1141216526957322551,119,5,1,0
1141218097456310165,28,1,1,0
1141218853559417815,372,19,3,0
1141223289595470950,584,108,25,2
1141230320233119100,676,147,27,2
1141242524170620074,676,147,27,2
1141254678272006200,676,147,27,2
1141266105589851766,676,147,27,2
1137891323054327449,279,39,5,1
1138121760895032814,242,6,3,0
1138160718111901957,458,84,20,2
1138166611205912358,551,103,22,3
1138200546759679065,583,77,7,0
1138205260617766246,310,10,1,0
1138210269660319779,307,33,0,0
1138231136334446211,551,103,22,3
1138289049191881009,63,7,1,0
1138306376725161321,620,112,9,1
1138326442561622403,580,92,10,1
1141326345432570951,711,151,27,3
1141469589925052154,580,105,23,3
1141747987922235643,435,26,3,0
1141785783528254481,451,39,18,0
1141787438798782497,450,38,18,0
1141797493835692559,501,50,3,0
1141813398719785274,132,4,2,0
1141832653333865753,648,135,29,2
1141846949695805582,164,5,1,0
1141851497719702581,210,32,3,1
1141851758458367007,608,124,23,2
1141851998146334011,157,5,1,0
1141855323195544655,143,4,1,0
1141858332598833173,143,5,1,0
1141862183394932340,159,5,1,0
1138343879289843751,42,6,0,0
1138366500829960547,582,94,8,1
1138402348670927570,551,94,25,2
1138425724616680728,68,6,1,0
1138472921800396379,600,117,24,3
1138500581225258553,642,53,3,0
1138559798391855608,46,0,1,0
1139032806681878527,191,11,1,0
1144790072963733368,493,88,18,2
1144833693102091686,467,83,16,2
1145002512960552414,497,27,2,0
1141866020347922079,188,5,1,0
1141895279091460755,303,32,6,0
1141902711021552047,586,110,24,3
1141904226577229799,676,147,27,2
1141906542862236203,711,151,28,3
1141926721116888601,556,62,4,0
1141940426102796693,136,5,1,0
1141947306860188509,641,99,8,1
1141954792170941322,461,86,8,1
1141959402630255591,162,6,2,0
1141984524235037966,553,113,10,3
1142025022755580144,514,83,19,1
1142041414389498292,148,5,0,0
1142043034863950894,198,16,2,0
1145049884970863310,568,89,25,1
1145066242991765347,167,2,2,0
1145368268732023761,91,3,0,0
1145481008786845097,670,49,3,0
1145509861590168625,95,12,1,0
1145549513230952231,153,12,1,0
1145553730322820599,74,7,1,0
1145590417765230011,405,20,2,0
1145597202778935675,331,32,0,0
1145606944609688501,549,48,3,0
1142083190756687488,441,65,8,0
1142182494709243481,288,30,0,0
1142211734517969065,629,57,6,0
1142383475787928462,28,0,0,0
1142476090201393625,320,23,2,0
1142485100279703723,404,30,2,0
1142498514598410751,65,1,1,0
1145630129427776259,315,39,8,0
1145731622289390308,332,12,1,0
1145767290704235742,489,61,24,1
1145799571025839695,102,7,1,0
1145810059071020476,596,127,19,3
1145810180125514289,166,4,2,0
1145849359755110771,166,4,2,0
1146122998101176003,271,15,1,0
1146129893882244863,94,6,1,0
1146133332927630611,511,110,13,3
1146135877174741734,203,16,2,0
1146142207721159911,198,17,2,0
1142534186309777804,555,82,22,1
1142567755780101977,288,10,1,0
1142600263873789579,616,122,22,3
1142615092288959343,547,112,10,3
1142633084676839126,141,13,1,0
1142705725424858444,268,14,5,0
1142746753469162250,298,14,9,0
1142767676966775678,273,18,3,0
1146144348131561176,408,32,18,0
1146147472337456408,362,37,2,1
1146151294684053672,602,104,12,3
1146153444668882334,181,12,0,0
1146156339687887246,225,19,1,0
1146162809488175188,585,89,7,2
1146163811054441103,180,12,0,0
1146167882414152376,618,114,12,2
1146170008331567786,613,111,12,3
1146188566779781696,62,6,1,0
1142770446987483514,325,25,3,0
1142773542784336529,322,24,3,0
1142803014161311500,173,11,2,0
1142808304904008413,384,14,1,0
1142922400592970273,679,109,7,1
1142928581767302664,676,126,11,1
1142936325828762131,681,107,7,1
1142941747022504111,682,106,7,1
1142946142274438467,681,125,11,1
1146196938219327199,658,138,27,2
1146204722916952190,333,22,1,0
1146273845230248428,596,95,22,1
1146274996297668042,296,14,9,0
1146284488501305392,563,89,25,1
1146307368359601389,468,36,2,0
1146315317786321616,518,63,6,1
1146337024618602998,34,0,1,0
1143300532182032612,599,109,9,1
1143324129401802933,597,97,26,2
1143377148149650562,23,0,1,0
1143423574223123349,594,96,26,2
1143426806956709932,634,118,28,2
1143482528557858979,383,33,1,0
1143516928482982808,383,33,1,0
1144039185272207997,430,16,1,0
1144125161433537567,560,88,8,2
1144278763255549265,134,1,0,0
1144279338436362395,60,3,0,0
1144656448937282061,416,62,15,0
1144675311294107400,123,4,1,0
1144711923734339857,647,122,17,3
1144738224904626476,340,25,2,0
1144744747297789570,155,5,1,0
1144777328910291691,565,104,24,2
1149463366092830343,613,121,18,3
1146338400946545196,189,5,2,0
1146363155564457576,437,38,1,0
1146413112585694890,259,15,0,0
1146417791879073021,544,32,2,0
1146455879200107649,146,4,0,0
1146478952991352081,373,8,1,0
1146574777659150274,166,4,2,0
1146894106484063876,421,22,3,0
1147006227161890458,711,148,24,3
1147010495167920227,71,2,0,0
1147030539379903839,599,97,26,2
1147039984969191144,629,115,28,2
1149784622110115213,528,106,18,3
1149910395662459301,93,5,1,0
1149945469409553617,595,93,24,1
1149960072444279841,516,67,21,1
1149960566165614500,19,0,0,0
1149970096123255191,19,0,0,0
1150449397004936251,167,11,0,0
1150481251048203259,548,89,24,1
1150486136980468501,483,57,4,1
1147048105642829787,612,106,28,2
1147055085124690037,590,100,23,2
1147061070179903186,152,6,2,0
1147067031155317379,546,111,19,3
1147095231559251906,547,113,19,3
1147098341768149542,431,38,0,0
1147102016692769700,471,40,0,0
1147124854289282470,36,4,1,0
1147132615531677102,649,132,23,3
1147137175485502953,26,0,0,0
1147142707047608093,559,115,18,3
1147150513087667830,363,15,2,0
1147262432321481339,499,21,1,0
1150501145568102760,575,41,1,0
1150539068018137705,47,3,0,0
1150545368324965143,610,121,25,2
1150591261698116275,368,28,12,0
1150603492448109452,191,17,2,0
1150653012063271005,258,8,5,0
1150686705476054239,203,18,0,0
1147514301433079134,238,26,3,1
1147566955970192236,114,12,1,0
1147578083812195492,528,86,10,0
1147581517048466057,179,3,2,0
1147599762270863390,32,0,1,0
1147617588824815098,631,130,27,2
1147633075488862171,665,141,27,2
1147730419183015667,10,0,0,0
1147752885458022672,268,36,3,1
1150689290527843746,323,31,0,0
1150715453744599066,547,48,0,0
1150795764999287182,45,4,1,0
1150894388248836228,213,13,3,0
1150900916056616273,220,6,0,0
1151208429412337166,640,129,16,2
1151228628969190285,60,8,1,0
1147765505964672167,673,111,7,1
1147774435230476360,640,58,3,0
1147774948603387300,249,13,4,0
1147779774026611667,133,5,1,0
1147779853307850710,257,13,3,0
1147792776670099185,563,43,2,0
1147920392553535131,259,26,3,1
1148146662916624773,469,77,21,1
1148156640471119793,520,79,23,1
1151237100737088278,380,20,3,0
1151255856978052922,74,4,1,0
1151257659108707273,702,73,6,0
1151262728047769085,579,105,10,3
1148162657350529924,512,77,23,1
1148167305852509698,458,69,20,1
1148170317546738069,562,105,25,2
1148174216964263895,511,88,21,2
1148271428003839831,179,17,1,0
1148318135446541235,80,7,1,0
1148332738624149529,21,2,0,0
1148343392130406172,661,135,26,2
1148380674545356215,27,0,1,0
1148386475400991993,284,31,3,1
1151298971780607597,190,17,1,0
1151311036326378675,595,121,16,3
1151315924146830175,598,97,26,2
1151353576604348377,311,33,1,0
