id,dist_to_sagrada_familia_km,dist_to_casa_mila_km,dist_to_casa_batllo_km,dist_to_parc_guell_km,dist_to_la_rambla_km,dist_to_montjuic_km
729814134577132433,3.08,4.28,4.57,3.06,5.49,7.86
730119498019384290,3.07,1.71,1.56,3.57,1.8,2.09
730155826879919636,4.07,4.76,5.18,2.64,6.36,8.28
730170037732346779,2.08,1.6,2.07,0.92,3.34,4.77
730516690557020429,2.37,3.47,3.33,4.42,3.33,5.95
730623571177580155,3.81,5.09,5.34,3.97,6.17,8.63
730769957008689681,2.36,2.1,1.66,4.23,0.72,3.22
730770106844508847,2.26,2.05,1.62,4.15,0.77,3.32
740980261607250342,2.94,2.3,1.83,4.56,0.56,2.44
741044817472550131,1.64,1.49,1.11,3.52,0.92,3.54
741132250553803648,0.46,1.01,1.26,1.89,2.34,4.56
730792866039237749,2.31,2.09,1.65,4.2,0.75,3.28
730854916627001065,3.36,3.26,2.81,5.35,1.71,3.58
731044538005221854,0.76,1.89,2.17,1.72,3.17,5.47
731045739616525640,3.14,1.87,1.59,3.95,1.43,1.75
731054807602635791,0.98,2.16,2.43,1.8,3.41,5.73
731094139581567615,1.34,2.59,2.84,2.07,3.76,6.14
731149122689805038,3.71,5.02,5.25,3.98,6.05,8.53
731619434139784833,3.86,2.48,2.5,3.77,2.92,2.43
731679439069812288,2.3,3.6,3.57,4.09,3.83,6.47
741725240744809202,1.97,0.66,0.97,2.2,2.11,3.46
741760299171558670,2.21,0.87,1.1,2.37,2.13,3.29
741926123805693227,3.27,1.88,1.92,3.31,2.46,2.55
731706748222772029,2.32,2.11,1.67,4.21,0.78,3.29
731738187480475485,1.06,0.56,0.98,1.78,2.22,4.17
731804383747540739,1.63,3.0,3.18,2.73,3.93,6.43
731804400708229597,1.63,3.0,3.18,2.73,3.93,6.43
731809456210016725,1.63,3.0,3.18,2.73,3.93,6.43
731811933826142854,1.63,3.0,3.18,2.73,3.93,6.43
731814467450805929,1.63,3.0,3.18,2.73,3.93,6.43
741926472027156858,0.19,1.37,1.58,1.99,2.54,4.87
741944448826710876,3.43,2.47,2.05,4.72,1.07,1.6
741985950044488780,1.88,1.62,1.19,3.71,0.72,3.35
742670840912653954,3.53,2.43,2.05,4.61,1.33,1.33
742708601583352299,2.15,2.05,1.63,4.1,0.92,3.49
743144159441518159,0.93,0.7,1.09,1.71,2.31,4.32
731817039243031940,1.63,3.0,3.18,2.73,3.93,6.43
731820034137189343,1.63,3.0,3.18,2.73,3.93,6.43
731947717527707318,2.86,1.85,1.43,4.1,0.71,2.0
732320787668229501,3.61,2.31,2.07,4.28,1.86,1.38
732604032156069190,2.06,1.39,0.92,3.63,0.38,2.9
732606824395974974,2.15,1.53,1.06,3.76,0.28,2.88
732608700300788822,2.11,1.49,1.03,3.72,0.32,2.91
732610822442874537,2.17,1.46,0.99,3.71,0.29,2.8
743224813163484355,1.95,1.36,0.9,3.57,0.48,3.04
743235757745730523,2.5,2.12,1.66,4.3,0.58,3.02
743246893754909035,1.87,1.76,1.36,3.78,0.89,3.52
743358240886022485,4.12,4.14,4.61,1.96,5.88,7.2
743479365205412555,1.01,0.7,1.12,1.65,2.35,4.31
743635480791737391,2.56,1.67,1.22,3.94,0.36,2.36
743647507817991904,2.56,1.66,1.21,3.93,0.38,2.35
743650278885977325,2.76,1.93,1.47,4.2,0.38,2.26
743805095354821783,0.38,1.76,1.92,2.24,2.75,5.18
744339623408934533,3.95,2.59,2.44,4.31,2.46,1.57
744602912155562054,2.05,1.11,0.65,3.38,0.66,2.78
744711115994262685,1.89,0.9,0.44,3.17,0.86,2.93
744762268421213775,1.39,2.5,2.41,3.49,2.65,5.29
732616999155635917,3.14,2.35,1.89,4.62,0.71,2.1
733020767357538184,3.48,2.23,1.94,4.28,1.63,1.4
733053314209654368,3.9,5.24,5.22,5.43,5.43,8.06
733163709787542678,1.4,0.69,1.16,1.59,2.43,4.16
733218182622191317,1.08,2.47,2.56,2.79,3.19,5.74
733232364089232519,1.87,1.01,1.46,1.52,2.7,4.14
733557951323898296,2.38,1.57,2.0,1.44,3.21,4.37
733572607420506967,2.54,1.22,1.42,2.5,2.36,3.21
733583132532134639,0.47,1.76,1.81,2.6,2.48,5.0
744767492463531092,2.87,1.49,1.41,3.3,1.85,2.37
744806258021033110,1.54,0.54,1.01,1.8,2.27,3.92
744905254646666699,3.0,1.62,1.53,3.41,1.92,2.27
744991970599100755,1.79,0.55,0.28,2.79,1.29,3.09
745357747750507820,3.49,2.1,2.12,3.48,2.61,2.48
745486676233127450,1.17,2.5,2.53,3.06,3.04,5.63
745494775987609697,3.31,2.24,1.85,4.46,1.09,1.57
751366494397364607,1.73,0.8,1.25,1.65,2.5,4.02
751389806049562294,2.95,1.82,1.45,4.02,0.98,1.87
751465197491298408,2.4,2.29,1.86,4.35,1.0,3.46
751872824009954225,2.04,0.98,0.55,3.24,0.85,2.78
751934076810355816,2.54,1.27,1.0,3.39,1.22,2.35
751960547854238662,2.54,1.27,1.0,3.39,1.22,2.35
751961216297541995,2.09,1.04,0.61,3.3,0.8,2.73
752047789490720538,2.22,2.01,1.58,4.11,0.76,3.33
752096438609813826,1.82,1.83,1.45,3.8,1.04,3.67
745497218270992549,1.48,1.25,0.88,3.29,0.97,3.54
745506580579169015,0.8,2.0,1.99,2.92,2.5,5.07
752155989106000229,4.86,5.91,6.26,4.16,7.29,9.53
752253367197828793,3.56,2.44,2.07,4.61,1.38,1.28
752640359311832851,2.22,0.9,1.15,2.32,2.2,3.34
752640664268719623,1.78,0.45,0.77,2.22,1.96,3.48
752642870350714044,1.96,0.96,0.51,3.23,0.82,2.86
752653234797210159,2.05,1.64,1.19,3.8,0.5,3.14
752657698452738154,2.24,2.02,1.59,4.13,0.75,3.31
752675319771317009,2.86,2.15,2.58,1.42,3.79,4.79
752684514907264210,2.02,1.69,1.25,3.82,0.59,3.23
752686794910511610,2.5,1.16,1.36,2.51,2.3,3.19
752698809225884157,2.06,1.05,0.6,3.32,0.76,2.76
752715847356399220,1.96,0.96,0.51,3.23,0.82,2.86
752719161398406086,2.5,1.16,1.36,2.51,2.3,3.19
745508176740072986,1.25,1.13,0.84,3.08,1.19,3.71
745514953593303164,3.11,1.75,1.61,3.6,1.84,2.07
745520358775045342,1.29,1.3,1.0,3.2,1.21,3.78
745558451776775202,2.89,1.52,1.39,3.41,1.74,2.25
745569087776934757,2.85,2.16,1.69,4.42,0.44,2.39
745820445821471974,2.41,1.71,1.24,3.96,0.04,2.64
746064970404187338,0.62,1.88,1.9,2.73,2.5,5.05
746133614705857808,3.39,2.04,1.87,3.89,1.95,1.8
746138743405104169,2.63,1.45,1.1,3.64,0.98,2.2
746178463292045660,2.89,2.41,1.94,4.63,0.7,2.74
746251801743317418,1.88,1.52,1.08,3.65,0.62,3.25
746265090662138047,2.92,2.88,2.45,4.92,1.45,3.63
752727271895824491,2.5,1.16,1.36,2.51,2.3,3.19
752749823658365144,0.97,1.41,1.24,3.03,1.62,4.19
752756167717759456,1.87,0.93,0.46,3.19,0.82,2.95
752757233310162640,0.96,1.36,1.19,3.0,1.59,4.16
752804968058241629,1.89,0.86,0.41,3.13,0.91,2.93
752919223874551411,2.74,3.01,3.47,0.76,4.72,6.41
752934403929435940,1.09,0.68,0.52,2.65,1.42,3.73
752949894808063419,3.41,2.57,2.12,4.83,0.99,1.84
752955860567256288,2.58,1.52,1.11,3.77,0.69,2.25
746266421373635330,2.65,2.22,1.76,4.42,0.58,2.89
746273407012719391,2.92,2.95,2.53,4.96,1.59,3.79
746290482482485867,2.73,2.31,1.84,4.51,0.65,2.88
746337511302446886,4.89,3.5,3.42,4.9,3.51,2.0
746876888101934158,2.89,2.43,2.89,1.06,4.14,5.31
746942021688800426,2.31,2.76,3.2,0.7,4.42,6.27
746983916881278215,2.79,2.34,1.87,4.55,0.65,2.81
747024076154364371,3.08,4.41,4.39,4.69,4.64,7.28
747520266520379044,1.69,1.53,1.14,3.56,0.88,3.51
752976085282377281,3.68,2.57,2.2,4.74,1.46,1.18
753350738390579268,0.1,1.4,1.58,2.08,2.5,4.87
753525116543573425,1.64,2.72,3.04,1.74,4.06,6.33
754156527423332098,3.05,1.72,1.53,3.67,1.65,1.99
754286648485954691,3.86,4.59,5.0,2.51,6.18,8.13
754407553572187412,2.24,2.14,1.71,4.19,0.93,3.47
754454975320277706,2.26,2.06,1.63,4.16,0.79,3.34
754509273417851753,2.21,1.96,1.52,4.07,0.69,3.26
747530432402201898,2.35,1.77,1.3,4.0,0.18,2.8
747543338158051797,2.59,1.24,1.4,2.62,2.28,3.08
747656857733597732,3.53,2.45,2.07,4.65,1.3,1.34
747685853097185405,2.42,1.54,1.09,3.81,0.35,2.47
747855661042129531,3.18,1.8,1.87,3.16,2.5,2.7
748073612301479482,0.61,1.98,2.07,2.55,2.77,5.28
748413032774910166,2.86,2.02,1.56,4.29,0.47,2.18
748431032066932037,3.68,5.07,5.16,4.76,5.64,8.26
748616629154842649,1.78,2.66,2.48,3.95,2.44,5.07
754837780358866795,2.85,2.18,1.71,4.43,0.44,2.43
754889671074767338,1.41,0.95,1.42,1.32,2.68,4.42
754937817692288924,0.75,1.88,1.86,2.91,2.35,4.93
754962441990929222,0.72,1.89,1.88,2.87,2.4,4.97
754999607167644889,2.08,1.04,0.61,3.31,0.79,2.74
755478232641443773,2.43,1.23,0.89,3.43,1.02,2.41
755509201041384196,1.1,2.48,2.64,2.48,3.41,5.89
755565446688121023,1.28,1.11,1.56,1.18,2.81,4.64
755634584113503741,1.96,0.96,0.51,3.23,0.82,2.86
748645389734366129,1.7,2.54,2.35,3.87,2.32,4.95
748971945300410141,2.19,3.48,3.71,2.7,4.57,7.0
749093760924544119,2.67,1.86,1.4,4.13,0.29,2.35
749276559600049796,0.74,2.12,2.2,2.64,2.86,5.39
755767137495209742,1.73,0.8,1.25,1.65,2.5,4.02
755867526053111712,0.71,0.91,0.89,2.52,1.73,4.12
755885984467477081,2.75,1.54,1.22,3.69,1.11,2.09
755989775109049370,1.78,0.55,0.26,2.8,1.28,3.1
756012509823967328,3.11,1.87,1.58,3.97,1.35,1.75
756028835785558402,3.23,1.96,1.69,4.03,1.49,1.66
756244316850013181,3.08,2.26,1.8,4.53,0.66,2.07
756283916252144976,1.49,1.29,0.93,3.32,0.98,3.56
756296740439837788,1.48,1.16,0.78,3.23,0.95,3.48
756298524036803187,1.42,1.11,0.75,3.16,1.01,3.53
749650311156301442,2.93,4.27,4.27,4.53,4.55,7.19
749676311276274923,3.0,1.61,1.55,3.36,1.97,2.33
756298744554893485,1.29,1.18,0.87,3.13,1.16,3.7
756373699678448226,2.76,2.28,1.81,4.49,0.58,2.77
756409536773513258,0.68,0.95,0.94,2.53,1.75,4.15
756573625316898416,1.77,0.55,0.94,2.03,2.15,3.66
756652775495584762,3.39,2.52,2.07,4.78,0.98,1.79
756929757340439726,2.59,1.33,1.05,3.47,1.19,2.29
756931087332175526,2.73,1.41,1.19,3.45,1.43,2.24
756932972350506431,2.8,1.5,1.26,3.55,1.39,2.14
757016692289420905,1.96,0.96,0.51,3.23,0.82,2.86
757016905368445156,1.96,0.96,0.51,3.23,0.82,2.86
749956728602400360,4.98,3.73,3.93,4.07,4.62,4.0
749992126438583660,1.88,1.37,0.92,3.55,0.56,3.14
750031607924042023,2.74,2.28,1.81,4.49,0.6,2.81
750201481318839247,3.25,2.16,1.78,4.37,1.09,1.6
750477686186744027,1.93,1.66,1.23,3.76,0.69,3.33
757040474302608333,0.84,1.1,0.98,2.77,1.6,4.08
757092226688216648,1.26,0.95,0.64,2.97,1.17,3.62
757122339420535687,0.74,2.12,2.2,2.64,2.86,5.39
757180272724485955,1.96,0.96,0.51,3.23,0.82,2.86
757180560340903208,1.96,0.96,0.51,3.23,0.82,2.86
757187122271035748,0.86,0.94,0.84,2.68,1.57,4.0
757192860961159414,1.63,2.77,3.07,1.89,4.06,6.37
757255974796976163,2.26,0.95,0.74,3.08,1.31,2.67
750652345873412240,1.53,0.8,1.27,1.51,2.54,4.19
750696265122288224,2.26,1.42,1.85,1.46,3.07,4.28
750948971007456209,4.54,3.22,3.0,5.04,2.72,0.94
751084302870372873,3.21,1.89,1.67,3.88,1.63,1.78
757259744857758526,2.44,1.15,0.91,3.28,1.26,2.47
757654861138908193,0.77,1.95,1.93,2.91,2.43,5.01
757685864295807422,2.36,1.68,1.2,3.92,0.07,2.69
757691525779473986,3.52,4.89,4.93,4.87,5.28,7.92
757728749703970747,2.64,4.0,4.18,3.4,4.9,7.43
757732068224473520,2.16,0.94,0.61,3.16,1.09,2.7
757734491875983586,2.52,3.88,4.06,3.33,4.78,7.31
757759351157188648,0.9,0.59,0.64,2.39,1.68,3.93
757794380368663691,0.74,0.68,0.82,2.24,1.87,4.11
757803114119574731,0.73,0.67,0.84,2.2,1.9,4.13
757811627217844832,0.63,1.02,1.01,2.54,1.8,4.22
751187795505716400,1.59,1.96,1.66,3.69,1.5,4.14
751253178032723233,1.39,1.2,0.85,3.2,1.05,3.6
751300030343831936,2.09,1.06,0.62,3.33,0.76,2.73
751308180761424258,3.79,2.58,2.26,4.67,1.74,1.04
751348894343903837,1.9,0.86,0.42,3.13,0.91,2.92
762016646225742930,1.87,0.9,0.44,3.17,0.85,2.95
757882729342749473,3.03,2.33,1.86,4.59,0.61,2.3
757997448447170321,2.88,4.26,4.31,4.28,4.72,7.35
758165743426036681,0.99,2.38,2.52,2.53,3.26,5.76
758406471629926714,2.66,2.15,1.68,4.37,0.45,2.76
759335677830524188,1.04,1.18,1.59,1.25,2.81,4.78
759541095665444198,0.48,1.88,2.0,2.38,2.77,5.24
759808699430190543,2.19,1.89,1.45,4.02,0.61,3.21
759850487882440881,3.64,4.98,4.98,5.13,5.24,7.88
762057007262766361,3.02,1.63,1.6,3.29,2.09,2.42
762115583697681861,3.24,2.36,1.91,4.62,0.84,1.86
762117896399234815,2.04,1.6,1.15,3.77,0.46,3.1
762149568338233566,0.52,1.86,2.05,2.1,2.94,5.34
762154663622784281,4.42,5.21,5.62,3.16,6.77,8.77
759939713422716926,1.83,1.37,0.93,3.53,0.61,3.2
759946438716983489,2.0,1.49,1.03,3.68,0.45,3.06
760081703636914633,2.82,2.84,2.42,4.85,1.48,3.73
760548818954028669,2.5,3.72,3.64,4.4,3.77,6.4
760572282261587218,0.97,2.15,2.42,1.79,3.4,5.72
760600856542266435,2.09,1.88,2.35,0.52,3.62,5.16
760602284215985217,1.15,2.54,2.67,2.7,3.36,5.88
760645069057855581,0.47,1.07,1.34,1.82,2.43,4.64
760761151301294222,0.6,1.96,2.14,2.18,3.0,5.42
762241194302599451,1.89,1.86,1.47,3.85,0.99,3.62
762305373354305907,2.05,1.6,1.15,3.78,0.46,3.1
762652517491920650,3.92,2.54,2.42,4.24,2.47,1.65
762708839939828512,2.79,2.24,1.77,4.47,0.51,2.66
762819789686008371,0.2,1.2,1.34,2.2,2.25,4.62
762843962297101897,2.48,1.44,1.02,3.7,0.66,2.34
762851716868439807,3.24,2.36,1.91,4.62,0.84,1.86
760869602635785441,1.28,0.92,1.38,1.35,2.64,4.45
761044616727664301,0.34,1.27,1.32,2.44,2.1,4.55
761313512352705125,2.05,1.11,0.65,3.38,0.66,2.78
761314021543718900,1.91,0.86,0.42,3.13,0.92,2.91
761314517359498265,2.05,1.1,0.64,3.37,0.68,2.78
761316531739087852,1.89,0.84,0.4,3.1,0.94,2.93
762917064057370117,2.29,2.22,1.8,4.26,1.02,3.53
762958127153567750,3.59,2.35,2.05,4.42,1.66,1.27
763717355777872478,3.51,2.39,2.02,4.56,1.34,1.33
763883578421275523,4.25,3.0,3.2,3.44,3.96,3.68
764602806688164366,0.58,0.86,1.12,1.92,2.23,4.42
764991880764874504,2.1,1.98,1.57,4.03,0.88,3.47
765069728515816614,2.22,2.08,1.65,4.15,0.86,3.41
765152292135068017,1.34,0.52,0.99,1.76,2.26,4.03
765157600820262080,0.66,2.05,2.19,2.39,2.96,5.43
761465977659060955,2.97,1.91,1.51,4.14,0.86,1.87
761523393599500308,1.87,0.92,0.46,3.19,0.83,2.95
761524397051385518,1.86,0.9,0.43,3.17,0.85,2.96
761524907912096693,1.86,0.9,0.44,3.17,0.85,2.96
761525408549294028,1.87,0.91,0.44,3.18,0.84,2.95
761539403899074249,3.3,2.46,2.01,4.73,0.87,1.92
761992990919150992,2.08,1.06,0.62,3.33,0.76,2.74
761993489813958411,1.81,0.89,0.42,3.15,0.86,3.01
765175932266183711,2.61,2.09,1.62,4.32,0.41,2.76
765621929418861700,1.2,0.24,0.66,2.08,1.92,3.86
765649463759787409,3.38,2.11,1.84,4.14,1.62,1.53
765650466923637744,2.75,1.54,1.21,3.7,1.09,2.09
765693937606208501,3.28,3.17,2.73,5.26,1.63,3.54
765770353268334690,3.59,2.22,2.3,3.4,2.87,2.73
765771769388225084,3.42,2.56,2.11,4.82,1.0,1.81
765778920828791704,2.8,2.29,1.82,4.51,0.58,2.72
765870048379710823,1.17,0.23,0.6,2.15,1.84,3.83
761999030468250029,1.9,0.84,0.4,3.11,0.95,2.92
762000032764867553,2.01,1.06,0.6,3.33,0.71,2.82
762000541763187353,1.89,0.84,0.4,3.11,0.94,2.92
778022622565824752,2.68,2.28,2.75,0.87,4.0,5.27
778986143255702312,3.12,2.12,1.7,4.37,0.85,1.79
779812503266356323,2.1,2.64,3.07,0.77,4.27,6.19
766088486327391508,1.89,0.77,0.36,3.03,1.04,2.94
766424872008792684,3.27,1.95,1.74,3.9,1.73,1.76
766434327900147075,3.91,2.54,2.4,4.25,2.44,1.63
766511508965602598,2.48,2.23,1.79,4.36,0.79,3.23
766591533377254000,3.02,1.63,1.62,3.24,2.15,2.48
766596351402118809,3.76,2.56,2.82,2.9,3.7,3.81
766744579511565352,2.18,0.83,1.05,2.39,2.09,3.27
767198561522580112,4.21,2.87,2.68,4.69,2.49,1.17
767246449801703236,3.74,2.61,2.25,4.76,1.56,1.1
767252005614304147,0.26,1.17,1.29,2.26,2.18,4.56
767268823062718116,2.82,1.91,2.31,1.74,3.46,4.34
780152865061163222,3.02,1.72,1.48,3.74,1.51,1.93
780159291673050753,3.15,1.87,1.61,3.91,1.51,1.77
780295180869573002,4.13,2.84,2.59,4.77,2.26,0.94
780383922062953829,2.56,2.72,3.18,0.45,4.44,6.08
780401144564841258,0.45,0.95,1.16,2.04,2.19,4.45
780498717169145098,5.71,4.41,4.17,6.25,3.68,1.1
780902068088648383,3.59,2.25,2.39,3.24,3.06,2.99
781076518732003368,1.33,1.06,1.52,1.22,2.78,4.57
767275774022760842,0.26,1.52,1.59,2.44,2.35,4.81
767319539779305503,2.39,1.51,1.05,3.78,0.36,2.51
767951192535886373,2.04,0.65,0.69,2.64,1.67,3.06
767982585360659695,2.85,2.0,1.55,4.27,0.47,2.17
767984083749434568,2.87,2.15,2.58,1.46,3.78,4.76
768043949839471987,2.18,1.1,0.68,3.35,0.82,2.64
768081188086053894,0.91,1.31,1.15,2.94,1.61,4.16
781089575067026945,0.27,1.28,1.35,2.38,2.17,4.59
781318602759857931,1.31,1.33,1.03,3.23,1.21,3.79
781328722949452174,1.42,1.32,0.98,3.29,1.07,3.66
781332966768171928,1.42,1.32,0.98,3.29,1.07,3.66
781335690720469219,1.3,1.19,0.88,3.15,1.15,3.7
781337980185022982,1.42,1.32,0.98,3.29,1.07,3.66
781364869655118948,2.69,1.94,1.47,4.21,0.26,2.41
781580117819489318,1.32,1.21,1.66,1.09,2.91,4.74
781590139869696312,1.43,1.04,1.51,1.23,2.78,4.51
768484005545732866,2.73,1.54,1.2,3.73,1.02,2.1
768552946669568866,2.78,1.81,2.2,1.83,3.33,4.2
781678153337770341,1.77,1.48,1.06,3.58,0.74,3.36
781705997422003934,2.01,1.71,1.28,3.83,0.63,3.27
781729600021612792,1.64,1.51,1.13,3.53,0.93,3.56
781743012047041589,1.79,1.49,1.07,3.59,0.73,3.35
781816639692497394,2.53,2.47,2.05,4.51,1.16,3.55
782360227865599652,2.01,0.69,0.52,2.85,1.37,2.93
782400862518944605,2.07,0.77,0.56,2.94,1.31,2.85
782424282529788819,3.3,2.43,2.83,1.93,3.96,4.66
782444381090751306,3.15,1.85,2.05,2.77,2.89,3.24
768951144160263747,3.35,2.17,1.83,4.32,1.32,1.47
769312972900388299,1.64,0.3,0.68,2.2,1.91,3.55
769482517161193441,5.84,4.48,4.53,5.33,4.86,3.41
769607835517893904,1.83,0.45,0.66,2.39,1.8,3.32
769976279763766689,1.17,2.56,2.7,2.6,3.43,5.94
783108321459051370,3.01,1.79,1.48,3.92,1.25,1.83
783140843496951774,3.24,2.36,1.91,4.62,0.84,1.86
783146898460547924,1.45,0.92,0.53,3.05,1.01,3.41
783227392577293553,3.41,2.14,2.36,2.86,3.19,3.4
783280519118118421,2.25,3.12,2.91,4.4,2.73,5.33
783448684203140328,2.06,1.85,1.43,3.94,0.74,3.36
783825037821610607,4.01,2.62,2.59,4.02,2.89,2.18
783902044723931509,0.63,0.88,0.93,2.39,1.85,4.19
770056972038036152,2.53,1.75,1.28,4.01,0.18,2.47
770068011185640321,2.12,1.98,1.55,4.04,0.84,3.42
770068015200753968,0.44,1.41,1.42,2.6,2.1,4.6
770131234269830218,4.2,2.85,2.67,4.62,2.55,1.29
784671412229969233,3.25,1.92,1.72,3.85,1.76,1.81
785236874240138030,1.94,0.59,0.49,2.74,1.46,3.03
785248735399206901,2.55,1.54,1.12,3.8,0.6,2.29
785256835342868389,2.45,1.18,0.91,3.32,1.21,2.44
785316153152638649,2.77,2.19,1.72,4.43,0.45,2.61
785337905845363743,2.73,2.09,1.61,4.34,0.34,2.52
770197394183624523,1.05,0.8,0.62,2.72,1.41,3.78
770197796050143618,1.5,0.25,0.23,2.52,1.5,3.41
770209048269280112,2.26,3.64,3.71,3.69,4.2,6.81
770211672441413351,3.15,1.98,1.63,4.15,1.17,1.67
770367740950095405,2.93,1.67,1.39,3.75,1.34,1.95
785347337151650608,2.77,2.12,1.65,4.37,0.38,2.5
785349868999223357,2.73,2.08,1.61,4.33,0.34,2.52
785360900317357768,2.66,2.02,1.54,4.26,0.27,2.57
785363416633881857,2.64,2.1,1.63,4.33,0.39,2.72
785365664262105743,2.8,2.21,1.74,4.46,0.48,2.59
785366317066355756,1.19,0.21,0.52,2.23,1.76,3.77
785368500515056827,4.89,3.54,3.35,5.3,3.09,1.08
770393841627712726,3.55,2.53,2.12,4.75,1.24,1.41
770655886224761747,2.51,1.93,1.45,4.16,0.22,2.71
770800021530114985,1.48,0.97,1.44,1.31,2.71,4.41
770818846931388264,2.86,2.11,2.54,1.48,3.74,4.72
770820255622747237,1.42,1.32,0.98,3.29,1.07,3.66
770842361150411755,3.24,1.9,1.7,3.84,1.75,1.82
785377846333542284,2.0,1.71,1.28,3.83,0.65,3.29
785547170328341344,2.22,3.32,3.63,2.07,4.65,6.92
785558037194496084,4.42,5.63,5.92,4.22,6.83,9.22
785712456505907544,3.0,3.03,2.61,5.04,1.64,3.8
785868356234872169,4.8,3.41,3.39,4.67,3.61,2.33
785943836056678236,0.92,0.6,0.62,2.43,1.65,3.9
786010014452032885,1.98,1.59,1.14,3.74,0.54,3.18
786014056652204016,1.19,0.21,0.52,2.23,1.76,3.77
786026889588297625,1.19,0.21,0.52,2.23,1.76,3.77
786027359407800003,0.05,1.34,1.49,2.17,2.39,4.77
770852548257526762,3.23,1.93,1.69,3.92,1.63,1.74
770856275494501489,4.36,2.98,2.86,4.56,2.9,1.66
770867539942705580,2.07,1.09,0.64,3.36,0.71,2.75
770904927882003945,3.54,2.58,2.16,4.83,1.16,1.55
771555635455351828,2.61,1.86,1.39,4.13,0.19,2.46
771604728662054561,2.6,1.85,1.38,4.11,0.18,2.47
771611211852365442,2.09,3.47,3.63,3.09,4.34,6.87
771623495097346577,2.12,1.33,0.86,3.59,0.41,2.78
771636301532499375,2.12,1.33,0.86,3.59,0.41,2.78
771646553152779673,2.12,1.33,0.86,3.59,0.41,2.78
771685933173877801,0.62,1.66,1.94,1.67,2.98,5.24
771794074220108434,1.96,1.87,1.47,3.9,0.91,3.53
771797821149129629,3.45,2.09,2.2,3.23,2.84,2.84
772118707420006306,0.99,0.41,0.63,2.21,1.81,3.92
772203945511050322,1.54,0.2,0.33,2.45,1.58,3.42
786084813863845144,1.89,1.32,1.79,1.12,3.05,4.54
786115179525662575,0.69,0.78,0.86,2.34,1.83,4.14
786124678596009263,4.57,3.19,3.07,4.79,3.04,1.56
786236877514361915,1.72,2.5,2.28,3.9,2.21,4.84
786713233119781955,2.08,3.47,3.58,3.38,4.17,6.75
786751968142385086,3.52,2.13,2.16,3.51,2.64,2.47
787026850978218427,2.21,3.37,3.66,2.26,4.64,6.96
787047215619340423,3.27,4.66,4.78,4.25,5.35,7.95
787400993894639604,2.19,3.15,2.97,4.32,2.89,5.5
787461156779344373,0.59,1.96,2.06,2.53,2.76,5.27
772207409692532049,1.29,0.31,0.78,1.96,2.05,3.89
772240804021816083,2.7,1.51,1.82,2.22,2.85,3.63
772255653382568241,2.16,0.97,1.32,2.03,2.45,3.64
772255831866649302,2.09,0.84,1.17,2.12,2.3,3.54
772258466398050207,1.55,0.21,0.33,2.46,1.58,3.41
772260938834676049,1.55,0.21,0.33,2.46,1.58,3.41
772262925186297244,1.55,0.21,0.33,2.46,1.58,3.41
772264324731888170,1.49,0.11,0.42,2.35,1.68,3.51
772589793331356944,2.61,1.92,1.45,4.17,0.19,2.53
772669169580233942,3.0,1.93,1.53,4.16,0.88,1.84
787472424529617579,2.35,1.14,0.81,3.33,1.06,2.5
787539769336917966,3.47,2.49,2.07,4.73,1.12,1.54
787603231709419364,0.47,1.78,1.84,2.57,2.52,5.03
787605356922131831,1.71,1.02,0.57,3.24,0.77,3.15
787605849639278948,1.54,0.86,0.43,3.05,0.96,3.3
772880362006319963,2.03,3.24,3.17,3.99,3.36,6.0
773062615540100688,2.63,1.95,1.48,4.21,0.21,2.53
773306225712237874,1.77,1.47,1.05,3.57,0.74,3.36
774521618800904567,3.46,4.85,4.97,4.43,5.52,8.12
774731593250607896,2.45,1.99,1.52,4.19,0.4,2.9
787618382570103081,2.22,3.58,3.77,3.06,4.51,7.02
787635491391450945,1.47,0.38,0.85,1.93,2.12,3.83
788125772599466278,0.16,1.27,1.39,2.25,2.27,4.66
788231358455293419,2.3,1.5,1.03,3.77,0.27,2.63
788383518806058541,1.74,1.74,1.37,3.7,1.03,3.67
789742461145941589,1.75,0.55,0.21,2.81,1.25,3.12
790404198713377287,3.26,3.15,2.7,5.24,1.61,3.53
790512115560289546,1.58,0.87,0.43,3.07,0.94,3.26
790602313004765365,2.22,2.17,1.76,4.2,1.02,3.56
775047040696970480,0.57,1.89,2.09,2.06,2.99,5.38
775136632805114645,1.6,0.79,1.26,1.56,2.53,4.13
775279604416035243,1.3,2.62,2.64,3.17,3.11,5.72
790606980191547048,2.24,2.14,1.71,4.19,0.93,3.47
790612568455543946,2.24,2.14,1.71,4.19,0.93,3.47
790622846431149482,2.24,2.14,1.71,4.19,0.93,3.47
790752484296957399,5.24,3.85,3.78,5.19,3.86,2.17
791093737305170133,0.47,1.78,1.84,2.57,2.52,5.03
791094026638704205,0.47,1.78,1.84,2.57,2.52,5.03
791181982987725480,1.96,3.01,2.88,4.05,2.92,5.55
791221715871714950,1.49,0.82,0.41,3.0,1.02,3.34
775379355865686954,5.3,3.93,3.95,4.94,4.24,2.89
775834766963114892,3.1,2.28,1.83,4.55,0.67,2.07
775858478065422112,2.57,3.32,3.06,4.74,2.71,5.24
775961336082246068,2.7,1.72,1.29,3.97,0.59,2.16
776528245459775898,3.22,4.47,4.39,5.03,4.47,7.09
776831410606229424,2.97,1.62,1.77,2.82,2.57,3.02
