id,dist_to_sagrada_familia_km,dist_to_casa_mila_km,dist_to_casa_batllo_km,dist_to_parc_guell_km,dist_to_la_rambla_km,dist_to_montjuic_km
676781565426751262,1.89,2.46,2.19,4.06,1.93,4.53
677253730866251155,0.78,1.76,1.7,2.95,2.16,4.74
677347065581409349,2.32,1.08,0.78,3.26,1.12,2.55
691193725678203929,2.7,1.39,1.16,3.45,1.39,2.25
691199055787813027,3.32,3.42,3.89,1.19,5.15,6.63
691213281081909628,2.56,1.28,1.02,3.39,1.26,2.34
691214219514054226,2.56,1.22,1.05,3.23,1.48,2.45
691218241291542242,2.32,1.61,1.14,3.87,0.13,2.69
691244680016995988,2.08,1.46,0.99,3.68,0.35,2.93
691258435588056348,2.14,1.5,1.03,3.73,0.29,2.87
691269865860123700,2.23,1.57,1.1,3.81,0.2,2.8
691274207596749989,2.29,1.7,1.23,3.92,0.18,2.82
677427711241500006,0.88,0.74,1.12,1.71,2.33,4.36
677464679544492998,1.62,2.0,1.7,3.73,1.52,4.16
677608642069870921,5.33,3.94,3.96,5.01,4.21,2.79
677968621415545620,3.55,2.17,2.18,3.57,2.63,2.41
678749955252681913,2.75,2.64,2.2,4.71,1.2,3.46
678804322353960410,0.37,1.18,1.24,2.4,2.06,4.48
679339492462454498,1.71,0.71,0.24,2.97,1.04,3.11
679370661493566304,2.14,1.88,1.44,3.99,0.67,3.27
679437645682744348,3.09,2.36,1.9,4.63,0.66,2.22
691281655193829485,2.15,1.5,1.03,3.73,0.28,2.85
691286343561883068,2.06,1.51,1.05,3.71,0.39,3.0
691679958810855386,2.94,3.8,4.19,1.99,5.31,7.4
691748436637145534,2.86,2.22,1.74,4.47,0.48,2.46
691856363255456039,3.97,2.65,2.43,4.54,2.21,1.17
691932158465834454,2.23,0.86,1.01,2.53,1.98,3.13
691972775935183006,1.69,0.95,1.41,1.44,2.68,4.23
692461034142888410,3.21,2.43,1.97,4.69,0.78,2.07
692464141695065992,0.32,1.41,1.46,2.48,2.2,4.67
692468709193583237,2.18,0.83,0.7,2.91,1.46,2.82
679438316020814602,3.09,2.36,1.9,4.63,0.66,2.22
679451926647633443,2.21,1.34,0.88,3.61,0.44,2.66
679557036978962695,2.69,1.99,1.52,4.25,0.26,2.47
679579162566910498,2.68,1.91,1.45,4.18,0.26,2.4
679611113720795948,1.51,1.23,1.7,1.04,2.96,4.68
679742728784512944,2.2,0.81,0.82,2.75,1.69,2.93
680124548337973539,3.93,2.59,2.4,4.42,2.27,1.34
680159713384538276,1.01,1.59,1.42,3.13,1.72,4.32
692505213660164844,3.23,1.95,1.68,3.99,1.53,1.69
692509671002357473,3.03,1.75,1.49,3.8,1.43,1.88
692578586849249425,2.13,1.84,1.4,3.96,0.63,3.24
693097200269934887,3.18,1.93,1.64,4.01,1.41,1.69
693097227760226849,2.84,1.59,1.3,3.7,1.25,2.03
693127761109306989,2.63,1.94,1.47,4.2,0.21,2.51
693279467615072246,2.54,1.52,1.1,3.78,0.61,2.3
693499622607213082,3.73,2.38,2.21,4.18,2.21,1.58
693653501096083874,2.59,1.86,1.39,4.12,0.17,2.49
693859698766359006,2.51,1.29,0.97,3.46,1.09,2.34
680243206489214186,1.43,0.64,1.11,1.64,2.38,4.1
680273603740110111,2.72,2.22,1.75,4.44,0.53,2.76
680312349356802652,3.87,2.67,2.34,4.76,1.78,0.96
680378748546537188,4.1,2.99,3.29,2.95,4.23,4.31
680479722889125805,0.92,1.89,1.8,3.1,2.17,4.77
680484427247566309,0.7,1.79,1.76,2.88,2.27,4.83
680650821990830014,3.53,2.23,1.99,4.21,1.8,1.46
680945193601800696,4.67,3.28,3.19,4.77,3.24,1.8
680984632343615250,2.83,2.72,3.19,0.67,4.46,5.88
694032161717191963,2.24,1.65,1.18,3.87,0.22,2.86
694082525040061432,1.6,0.86,0.42,3.08,0.93,3.23
694152944112938512,2.4,2.24,1.81,4.32,0.91,3.38
694423390785489723,3.75,4.47,4.88,2.4,6.06,8.01
694561959414163653,3.48,2.09,2.12,3.46,2.62,2.5
694562426805014909,0.77,0.94,1.3,1.61,2.48,4.56
694690300278068597,5.0,3.61,3.6,4.8,3.83,2.48
694758667484779510,2.25,1.75,1.29,3.95,0.31,2.94
681008510546351564,2.78,3.97,4.26,2.74,5.21,7.56
681029176340214438,2.78,3.97,4.26,2.74,5.21,7.56
681031340690032725,2.78,3.97,4.26,2.74,5.21,7.56
681032951253804877,2.78,3.97,4.26,2.74,5.21,7.56
681265075163484030,0.86,1.58,1.46,3.0,1.87,4.45
681538601156828118,2.26,1.37,1.8,1.54,3.0,4.2
681547990725655910,4.52,3.18,2.99,4.95,2.78,1.11
681560174792307871,0.28,1.47,1.69,1.94,2.66,4.99
694776096137233886,1.26,0.68,1.14,1.59,2.4,4.22
694802952561057622,5.09,3.7,3.71,4.8,3.99,2.68
694866460230033859,2.71,1.39,1.18,3.44,1.41,2.25
694873668528438519,1.02,2.35,2.56,2.22,3.41,5.84
694905380047837236,3.23,1.84,1.82,3.42,2.26,2.35
695008387778963664,3.9,2.51,2.5,3.89,2.85,2.27
695025903626637695,3.59,2.37,2.06,4.46,1.61,1.25
695032886841556588,3.63,2.39,2.1,4.45,1.7,1.23
681633969946330096,1.63,1.33,0.93,3.42,0.83,3.42
681668376042877492,3.27,1.94,1.73,3.88,1.75,1.78
681748224757704634,0.66,2.02,2.11,2.59,2.79,5.31
681786948133572038,2.7,3.98,3.92,4.49,4.1,6.74
681826087489577133,4.0,2.67,2.46,4.53,2.28,1.22
682312324969769458,1.46,0.39,0.86,1.92,2.12,3.84
695032942496390153,3.73,2.52,2.2,4.62,1.68,1.1
695408002817939040,2.24,1.76,1.3,3.96,0.34,2.97
695612064441556170,2.4,3.43,3.26,4.48,3.19,5.8
695712869854315840,2.31,0.93,1.05,2.61,1.97,3.05
695993805602063417,1.32,2.44,2.35,3.43,2.62,5.25
696007792432489673,0.43,1.75,1.81,2.53,2.51,5.02
696082630816840032,4.7,3.31,3.32,4.49,3.61,2.48
696133389832480539,0.22,1.24,1.35,2.29,2.21,4.61
696157885837798400,2.06,1.37,0.89,3.61,0.39,2.88
682333415957057474,2.42,1.16,0.88,3.31,1.18,2.46
682706365775068510,2.55,1.44,1.05,3.68,0.79,2.27
682706423658607146,4.23,2.9,2.69,4.74,2.47,1.09
682979875819792087,4.68,3.29,3.31,4.46,3.61,2.52
683039998057334657,1.05,0.75,1.18,1.58,2.42,4.35
683042876142619827,2.97,1.71,1.43,3.8,1.32,1.91
683045728062597922,3.2,1.95,1.66,4.03,1.43,1.67
683056341203920930,2.31,0.95,0.84,2.98,1.51,2.72
683071538512163707,3.22,1.94,1.68,3.98,1.53,1.69
683077010722278699,1.51,0.43,0.89,1.91,2.15,3.83
683082809217413748,2.82,1.55,1.27,3.65,1.28,2.07
706891304883289171,2.66,1.98,1.51,4.24,0.24,2.52
706990889247317671,1.68,0.34,0.33,2.56,1.51,3.28
696163547992681849,2.25,2.03,2.5,0.49,3.77,5.27
696286140249559857,1.32,0.29,0.76,1.98,2.03,3.86
696304195977343084,3.57,2.49,2.1,4.68,1.33,1.32
696331386810405840,3.63,2.51,2.14,4.67,1.45,1.21
696336132835507988,3.53,2.4,2.04,4.58,1.37,1.3
696336166128276277,3.55,2.44,2.07,4.63,1.35,1.3
696398145746380091,3.4,2.15,1.86,4.22,1.53,1.47
696469431043252365,1.43,2.53,2.44,3.54,2.66,5.3
696518630944461911,2.72,2.18,1.71,4.41,0.47,2.71
696540308188315114,2.72,2.18,1.71,4.41,0.47,2.71
707005330791764116,1.52,0.29,0.19,2.56,1.45,3.38
707172618281143168,1.99,1.78,1.36,3.86,0.74,3.37
707553181004662175,2.64,2.14,1.67,4.36,0.45,2.77
707562205479238204,2.83,2.77,2.33,4.82,1.35,3.57
707597054001520804,1.15,0.95,1.39,1.36,2.64,4.53
696552612121550176,2.72,2.18,1.71,4.41,0.47,2.71
696564732554046535,2.72,2.18,1.71,4.41,0.47,2.71
696574681158715283,2.72,2.18,1.71,4.41,0.47,2.71
696707754421797135,4.7,3.32,3.33,4.48,3.63,2.52
696744073521163665,1.93,0.59,0.46,2.77,1.42,3.02
696777471141566786,2.85,2.7,2.26,4.8,1.21,3.39
696780803060153037,2.17,0.99,0.63,3.21,1.02,2.67
696833486507492569,1.57,2.15,2.56,0.83,3.74,5.74
696950402779631432,3.48,2.48,2.07,4.72,1.15,1.51
696952878548047089,3.79,5.09,5.33,4.0,6.14,8.61
707704044543165911,4.45,3.09,3.18,4.03,3.67,2.94
707806806156100908,5.2,3.82,3.82,4.93,4.07,2.66
707819735539173717,3.46,2.49,2.07,4.74,1.09,1.58
707819785328557738,3.38,2.01,1.88,3.8,2.04,1.91
707869761447524966,0.17,1.4,1.5,2.34,2.32,4.75
708385348934502250,3.14,2.32,2.73,1.74,3.89,4.71
708464707047646580,5.2,3.82,3.82,4.93,4.07,2.66
708542126272727045,1.31,1.05,0.73,3.07,1.12,3.61
708561636990715691,1.31,1.05,0.73,3.07,1.12,3.61
708574105207333740,1.31,1.05,0.73,3.07,1.12,3.61
708585040013400709,1.29,0.96,0.64,2.99,1.14,3.59
697016272017051968,3.79,5.09,5.33,4.0,6.14,8.61
697221903795131753,3.15,2.41,1.94,4.67,0.73,2.15
697578891420769168,3.98,2.64,2.45,4.46,2.33,1.33
697584846072978952,4.03,2.69,2.5,4.52,2.34,1.27
697623821266747332,3.39,2.28,2.59,2.45,3.58,4.0
697719018975213225,0.37,1.75,1.91,2.2,2.76,5.18
698210345019464243,1.12,0.91,1.34,1.41,2.59,4.49
698292693824873609,4.67,5.7,6.06,3.93,7.1,9.32
698393515022304346,1.65,1.43,1.04,3.49,0.86,3.47
709003388952142008,2.3,2.82,3.25,0.84,4.46,6.35
709054620601734904,1.21,0.2,0.6,2.13,1.86,3.81
709114587762586172,1.41,0.32,0.18,2.56,1.44,3.46
709215250672242324,2.02,0.64,0.64,2.68,1.61,3.04
709628134065964766,0.83,1.48,1.36,2.95,1.81,4.38
709690510323269116,3.9,5.19,5.43,4.09,6.25,8.72
709783994786162825,1.16,0.31,0.73,2.01,1.99,3.93
709852017663835707,2.36,1.07,0.83,3.2,1.27,2.55
709877409436720658,3.42,2.52,2.08,4.77,1.01,1.72
709977950505893310,1.51,0.94,0.53,3.1,0.95,3.35
710197018361378527,3.51,2.49,2.08,4.72,1.2,1.44
710417624526190594,3.21,2.37,1.92,4.63,0.79,1.95
698397567613754539,0.39,1.0,1.18,2.11,2.17,4.47
698455037502953541,2.63,1.59,1.96,1.89,3.08,4.0
698508343392952591,2.47,1.5,1.9,1.71,3.07,4.12
698948854977387511,3.54,2.56,2.14,4.8,1.19,1.49
698977673536854016,2.76,1.8,1.37,4.07,0.56,2.13
699085096291789130,2.79,1.97,1.51,4.24,0.39,2.26
699112511478461541,2.58,2.21,1.75,4.38,0.63,3.0
699382675886239254,0.68,1.4,1.32,2.79,1.88,4.42
699424507894927843,2.36,1.62,1.15,3.87,0.14,2.63
710605756814827268,2.22,1.91,1.46,4.05,0.59,3.18
710706493166461745,0.25,1.3,1.38,2.36,2.2,4.62
710892418811242664,2.26,0.92,0.76,3.01,1.41,2.72
711329302828064983,2.69,4.08,4.17,3.94,4.68,7.29
699652326804972623,2.52,1.88,1.41,4.13,0.15,2.64
699654087156631166,2.51,1.25,1.52,2.31,2.53,3.42
699722089621777992,2.65,2.26,1.79,4.44,0.63,2.94
699742768254355946,1.81,1.26,0.81,3.45,0.62,3.15
699743874933332914,1.59,1.29,0.9,3.37,0.86,3.44
699750745784834447,1.83,1.14,0.67,3.37,0.64,3.05
699762878949119039,3.45,2.11,1.92,3.99,1.94,1.7
711342336679750939,2.54,1.75,1.28,4.01,0.2,2.45
711363678151580548,3.66,2.47,2.14,4.58,1.6,1.16
711404494237236476,2.55,1.17,1.13,3.01,1.77,2.65
711432986754400842,1.74,1.46,1.05,3.55,0.77,3.39
711441608239594813,3.17,4.52,4.52,4.71,4.8,7.44
699763899388931773,1.61,1.03,0.6,3.2,0.84,3.28
699763981243531228,3.41,2.07,1.89,3.94,1.93,1.74
699764243192641458,3.33,1.96,1.82,3.8,1.96,1.89
699764442606101591,3.22,1.87,1.69,3.78,1.79,1.89
699767101236251212,3.06,3.83,4.23,1.9,5.39,7.41
699786536353886913,2.78,2.0,1.54,4.27,0.36,2.31
711457890589075550,1.26,0.53,0.99,1.74,2.26,4.09
711465927354328603,1.64,0.5,0.1,2.77,1.25,3.21
712092917093383521,2.65,2.09,1.62,4.32,0.38,2.7
712148433167804868,2.58,2.18,1.72,4.37,0.59,2.97
699787762155238265,2.68,1.95,1.48,4.21,0.25,2.43
699787914473493795,2.66,1.96,1.49,4.22,0.23,2.49
699788089081604904,2.73,2.04,1.57,4.3,0.31,2.45
699824086277155935,1.77,1.11,0.65,3.32,0.69,3.12
699827182460643879,3.94,2.56,2.46,4.19,2.57,1.77
699835162723642926,1.63,1.02,0.58,3.21,0.83,3.24
699842597962483646,1.8,1.25,0.8,3.44,0.63,3.15
699850919079372781,1.78,1.11,0.65,3.32,0.69,3.11
712263495630426735,2.71,2.34,1.87,4.52,0.71,2.96
712770294635306313,1.26,0.23,0.68,2.05,1.95,3.84
712801640203931901,1.24,2.61,2.78,2.52,3.55,6.03
713032414061905547,4.9,3.51,3.43,4.91,3.51,1.99
713410860003370164,2.99,1.6,1.56,3.31,2.03,2.39
700154500259842375,3.33,2.36,1.93,4.6,0.99,1.66
700424525565613804,1.78,1.49,1.07,3.59,0.73,3.35
700433502905623792,1.78,1.59,1.18,3.64,0.82,3.45
700440357235433696,1.8,1.58,1.17,3.65,0.79,3.42
700464481860016645,1.71,1.3,0.87,3.43,0.73,3.3
701133424490384607,3.51,2.51,2.1,4.74,1.18,1.47
701256768701330131,2.3,2.27,1.85,4.29,1.08,3.58
701963923953958166,3.33,2.03,1.79,4.02,1.68,1.65
713871806905623527,2.6,2.66,2.26,4.64,1.42,3.79
713881400688391009,3.23,3.16,2.72,5.23,1.66,3.63
714253151076319099,2.94,2.39,1.91,4.62,0.65,2.59
714328308130217965,2.87,2.95,2.53,4.93,1.62,3.86
714526513928649184,1.59,0.93,1.41,1.39,2.67,4.3
714690727526440356,4.98,3.6,3.48,5.13,3.44,1.69
702072324565624585,2.79,2.72,2.29,4.78,1.31,3.55
702544201727387982,3.41,2.02,2.04,3.47,2.51,2.43
702564572690056974,2.03,3.13,3.01,4.09,3.08,5.71
702614948140771204,1.32,2.32,2.2,3.48,2.4,5.04
702866775712783057,2.99,4.27,4.21,4.75,4.37,7.0
703367535468938265,4.81,3.53,3.7,4.0,4.36,3.73
703747342811643353,5.22,3.84,3.83,5.0,4.04,2.57
704069335622349131,1.94,0.6,0.49,2.75,1.45,3.03
704083773826686218,3.47,2.47,2.05,4.71,1.14,1.52
714859940929655031,2.16,0.83,0.66,2.95,1.38,2.8
714893664098887932,0.91,1.12,0.97,2.84,1.54,4.04
715025531679651876,3.02,1.74,1.95,2.65,2.83,3.3
715043553541982815,0.96,2.34,2.5,2.43,3.27,5.75
715291637615822076,3.5,2.55,2.12,4.8,1.12,1.58
715327856972572983,2.53,1.17,1.32,2.62,2.21,3.07
715344996366912132,1.87,3.13,3.38,2.37,4.28,6.68
715356608215100829,4.87,3.48,3.47,4.69,3.71,2.42
715387991672329698,3.52,2.19,2.33,3.16,3.04,3.04
715586185550292477,1.98,1.9,1.49,3.92,0.92,3.54
715617792772714644,2.67,2.27,1.81,4.46,0.65,2.94
715716839610281246,2.71,1.66,1.25,3.9,0.7,2.13
715962801332921465,2.09,1.85,1.42,3.95,0.7,3.32
715965954605132867,3.03,2.9,2.45,4.99,1.38,3.45
704113267607733948,1.88,1.77,1.37,3.8,0.89,3.52
704151487900633107,3.05,1.77,1.51,3.84,1.41,1.85
704232003438197101,3.63,2.24,2.27,3.57,2.74,2.48
704264342683259609,0.84,0.69,1.05,1.8,2.24,4.31
704849055080011597,0.21,1.57,1.74,2.13,2.63,5.02
704928233769048576,2.73,1.41,1.19,3.45,1.43,2.24
704943423720575297,3.18,2.1,1.71,4.32,1.01,1.67
705230034762273665,3.21,2.91,3.38,1.13,4.63,5.83
705457341006121238,2.69,1.69,1.26,3.94,0.6,2.17
705461600774716544,2.11,3.2,3.07,4.17,3.12,5.75
716311410754394981,2.16,2.06,1.65,4.11,0.92,3.49
716347581385476313,2.55,1.41,1.04,3.63,0.87,2.27
716417508063535121,3.36,1.97,1.93,3.57,2.3,2.23
716419215483950048,3.23,2.02,2.29,2.55,3.23,3.64
716457993785714126,2.31,2.08,1.64,4.19,0.76,3.29
716562913597822571,0.22,1.44,1.65,1.98,2.6,4.94
716692653763581490,3.2,1.94,1.66,4.0,1.47,1.69
716735637809402980,3.05,2.26,1.8,4.52,0.63,2.12
705472614491266491,1.76,2.32,2.74,0.76,3.93,5.9
705537649447331832,0.82,1.88,1.83,2.99,2.28,4.86
705571441849341651,1.25,2.63,2.71,2.93,3.31,5.88
705639719060974782,1.87,1.2,1.67,1.26,2.92,4.4
705774277376337038,3.09,2.26,1.8,4.53,0.68,2.04
705781639252004170,2.95,2.07,1.62,4.34,0.57,2.08
705838147478696064,2.82,1.49,1.29,3.5,1.49,2.17
705872390980259157,2.65,1.37,1.1,3.47,1.27,2.25
706247413399679442,2.46,2.05,1.59,4.24,0.5,2.97
716756364580350804,3.22,2.46,2.0,4.73,0.79,2.11
717020927181957893,3.93,3.06,3.44,2.41,4.53,4.98
706296740777545123,0.55,1.67,1.67,2.73,2.26,4.8
706300015002557272,0.58,1.44,1.4,2.73,2.0,4.52
706301138763170375,2.37,3.49,3.36,4.4,3.39,6.01
706301761969602586,1.69,1.41,1.88,0.88,3.15,4.8
717032907945200215,4.57,3.23,3.35,4.02,3.89,3.19
717040235345856516,3.81,2.68,2.97,2.79,3.91,4.08
717043930070439520,1.07,2.44,2.52,2.84,3.13,5.68
717078793338422863,0.89,1.61,1.48,3.04,1.86,4.45
717101172974339894,3.04,2.97,2.54,5.03,1.51,3.6
717103667485346966,2.16,1.96,1.53,4.05,0.76,3.35
717105293942612635,2.15,1.95,1.52,4.04,0.76,3.35
717163078553560168,1.24,2.3,2.2,3.39,2.46,5.09
717287604696675688,0.46,1.75,1.8,2.59,2.48,4.99
706302525153951832,1.85,1.48,1.96,0.87,3.23,4.79
706598159506335979,1.73,1.68,1.3,3.67,0.98,3.62
706868237111810082,2.69,1.57,1.19,3.79,0.87,2.13
721431089402151840,1.05,2.43,2.51,2.79,3.15,5.69
721496206069457357,1.84,1.73,1.34,3.76,0.89,3.53
721562053867732568,2.37,1.33,0.91,3.59,0.66,2.46
721706038214507015,1.89,3.27,3.43,2.99,4.14,6.66
722134752220226241,3.87,2.71,2.37,4.83,1.73,0.95
717303397863136110,2.1,1.1,0.65,3.37,0.72,2.72
717918147430255956,2.15,0.96,0.61,3.18,1.04,2.69
718052025798941045,2.43,1.71,2.15,1.29,3.38,4.56
718572283298019540,1.17,2.56,2.66,2.83,3.29,5.84
718685787948427333,1.17,2.55,2.62,2.9,3.22,5.79
718880552164215590,2.56,3.84,4.09,2.93,4.95,7.38
719159112341119419,0.18,1.57,1.72,2.18,2.59,5.0
719397111975816166,3.94,3.07,3.45,2.4,4.54,5.0
722161580155278198,2.91,1.92,1.5,4.17,0.7,1.97
722172633017668525,1.75,0.59,0.21,2.85,1.2,3.1
722356094689902263,2.35,1.51,1.94,1.46,3.15,4.32
723022417825018205,2.28,1.98,1.54,4.12,0.63,3.19
723856207180321336,1.79,0.66,0.25,2.93,1.12,3.05
724334786453626482,1.02,2.12,2.41,1.64,3.43,5.71
724350652882211750,1.98,1.78,1.35,3.86,0.75,3.38
724434574979946428,1.66,0.56,0.13,2.83,1.19,3.17
719399128147662174,1.95,1.68,1.25,3.79,0.67,3.31
719406141016402467,4.01,3.13,3.5,2.49,4.59,5.0
719440411250596953,0.15,1.52,1.65,2.28,2.47,4.9
719654614117517084,3.67,3.7,4.17,1.51,5.44,6.81
719684491157768590,3.17,2.4,1.94,4.66,0.74,2.09
719709249561893556,2.19,2.07,1.65,4.13,0.89,3.45
719896470309619610,2.54,1.18,1.34,2.61,2.23,3.08
719988392165478959,2.62,2.11,2.57,1.01,3.81,5.04
724490406398574361,3.36,4.71,4.71,4.89,4.98,7.62
724498356857619122,4.53,3.16,3.02,4.81,2.94,1.44
724532034698572441,1.61,0.67,0.2,2.91,1.08,3.21
724624896917696602,2.55,1.65,1.2,3.92,0.38,2.36
724644416415416190,1.21,0.96,1.41,1.33,2.66,4.52
724670757035275771,1.86,1.81,1.42,3.81,0.96,3.59
725036148031191900,0.46,1.69,1.72,2.62,2.38,4.9
725111001086733254,2.51,1.69,2.12,1.46,3.32,4.43
725242630600384709,1.99,1.52,1.07,3.7,0.48,3.11
720003443803625112,2.6,1.95,2.4,1.22,3.63,4.78
720008345495290938,1.02,0.46,0.53,2.38,1.65,3.83
725269320769460832,1.59,0.94,0.5,3.13,0.89,3.26
725565325390345546,2.46,1.18,0.92,3.31,1.23,2.44
725736159701241209,0.67,0.86,0.89,2.42,1.8,4.15
725752679708396002,3.27,1.89,1.81,3.58,2.14,2.16
725818805288220317,0.32,1.37,1.42,2.47,2.18,4.64
725834115163310881,0.52,1.26,1.25,2.6,1.95,4.43
725843676937676892,0.31,1.27,1.33,2.42,2.13,4.56
725914055445645040,3.27,2.19,1.8,4.39,1.09,1.58
725915522922045930,3.35,2.43,2.0,4.69,0.97,1.73
725918206702306552,0.43,1.7,1.92,1.96,2.86,5.21
720014410570781114,2.48,1.94,2.4,1.0,3.65,4.91
720024241491095469,2.49,1.89,2.34,1.11,3.58,4.8
720038559933830308,1.81,1.62,1.21,3.68,0.8,3.44
720041267480555050,3.09,2.36,1.9,4.63,0.66,2.22
720044670089485011,1.96,1.69,1.26,3.8,0.68,3.32
720046398434316961,1.81,1.61,1.2,3.68,0.79,3.43
720061371799025975,3.97,2.83,3.1,2.95,4.01,4.08
720126361601111713,2.31,1.53,1.06,3.79,0.24,2.63
720160135980281641,4.48,5.82,6.02,4.84,6.75,9.28
725919427356195894,0.34,1.72,1.88,2.22,2.72,5.14
725920725482922505,0.31,1.31,1.37,2.43,2.15,4.59
725921899615706695,0.56,1.68,1.94,1.75,2.95,5.24
725924579964647510,2.56,1.33,1.02,3.5,1.09,2.29
725928274807218442,1.94,0.99,0.52,3.25,0.77,2.88
725930405886460224,0.44,1.78,1.97,2.08,2.86,5.26
725931902175414746,0.43,1.77,1.85,2.51,2.56,5.06
725933596215872881,1.72,2.49,2.28,3.89,2.21,4.84
725935123245189841,3.75,2.63,2.26,4.79,1.55,1.1
725937583316693543,2.01,2.5,2.2,4.16,1.84,4.43
720180446558477202,3.53,2.14,2.05,3.8,2.29,2.0
720223978502755756,1.01,1.24,1.65,1.23,2.86,4.85
720497344817271205,3.04,2.33,1.86,4.6,0.62,2.28
720755739774742889,1.09,0.77,0.58,2.73,1.38,3.74
720831005914293804,1.13,2.47,2.67,2.3,3.5,5.94
721050307433557948,2.55,2.1,1.63,4.3,0.47,2.88
721380656958002192,0.74,2.03,2.06,2.8,2.63,5.19
733592866594862288,1.98,0.96,0.52,3.23,0.82,2.84
734052140711158725,4.51,3.12,3.03,4.63,3.11,1.8
725952217450281299,0.32,1.35,1.4,2.46,2.16,4.62
726490104136019461,0.31,1.31,1.37,2.43,2.15,4.59
726491789782237684,3.59,2.22,2.09,3.98,2.19,1.78
726493281080908772,0.54,0.9,1.15,1.94,2.24,4.45
726494998633859958,1.39,0.59,1.06,1.69,2.33,4.07
726511691164487663,2.03,1.96,2.43,0.34,3.7,5.32
726544787359210634,2.56,1.7,1.24,3.97,0.3,2.39
726639460942535833,2.05,1.51,1.05,3.71,0.39,3.01
726639546812057154,1.49,1.21,0.84,3.27,0.96,3.51
726713696721860790,1.99,1.52,1.07,3.7,0.48,3.11
734574026031184854,1.01,1.57,1.39,3.12,1.7,4.3
734642278633445907,2.1,3.26,3.16,4.1,3.27,5.91
734644237426895085,3.19,1.9,1.65,3.93,1.55,1.74
726745380703356262,1.88,1.42,0.97,3.58,0.57,3.17
727299070097292506,1.39,2.35,2.21,3.55,2.36,5.0
727378907976396226,2.3,1.39,0.93,3.66,0.45,2.56
727468941674592745,1.38,2.35,2.21,3.55,2.37,5.01
727528043250034311,0.58,1.95,2.03,2.55,2.73,5.24
727531943873820604,2.63,1.8,1.33,4.06,0.29,2.36
728124834639000044,3.54,4.9,4.91,4.99,5.2,7.84
728205479822864789,2.14,3.49,3.51,3.8,3.9,6.53
728207243009781769,1.86,1.51,1.08,3.64,0.64,3.27
735154665206128937,1.85,1.54,1.11,3.65,0.68,3.32
735175800985977587,4.61,3.22,3.22,4.44,3.49,2.39
735175951395258961,4.73,3.34,3.31,4.62,3.52,2.26
735188674206861308,4.82,3.44,3.31,5.03,3.24,1.55
735323553390853617,0.59,1.98,2.11,2.43,2.86,5.34
735882460715992005,2.46,1.99,1.52,4.19,0.38,2.88
736083725263035712,2.34,1.29,0.87,3.55,0.7,2.48
736513744545251967,2.16,1.87,1.43,4.0,0.62,3.23
736650023642432676,1.02,0.61,1.03,1.74,2.26,4.23
736672169127811579,0.81,0.76,1.11,1.76,2.29,4.37
728220567168287760,2.05,1.52,1.06,3.72,0.39,3.01
728341515151111856,0.78,2.17,2.3,2.49,3.03,5.53
728657023297382953,3.32,2.11,1.79,4.23,1.39,1.51
728667901332414811,3.27,2.19,1.8,4.4,1.08,1.59
728678005813085747,2.16,0.81,1.02,2.4,2.06,3.26
728800128924965228,2.25,1.92,2.39,0.67,3.66,5.1
728941344949753595,0.88,2.09,2.35,1.85,3.31,5.65
728951721230569509,3.62,4.92,4.87,5.27,5.02,7.65
736692301955189992,1.42,0.97,0.6,3.07,1.02,3.46
736764458844952546,2.79,4.15,4.17,4.32,4.51,7.15
736789445665958879,2.59,1.29,1.06,3.38,1.31,2.33
736908352439783217,2.76,4.12,4.14,4.31,4.48,7.11
737547678885072481,3.12,1.81,1.59,3.81,1.59,1.85
737551395572215863,3.33,2.03,1.79,4.03,1.66,1.64
729363464801783756,3.57,2.56,2.15,4.78,1.24,1.42
729403779039558814,1.56,1.27,0.89,3.34,0.89,3.47
729413586619681294,2.99,4.15,4.46,2.84,5.42,7.75
729474429481192345,1.55,1.18,1.65,1.1,2.92,4.6
729476246704364652,1.55,1.18,1.65,1.1,2.92,4.6
729478600060447644,1.5,0.64,1.11,1.68,2.37,4.04
729619298845822569,4.44,3.11,2.9,4.92,2.67,1.05
729646888526434958,1.91,1.8,1.4,3.83,0.89,3.52
729658619673819874,1.37,0.92,1.39,1.35,2.65,4.41
737551816403804805,3.08,1.78,1.54,3.81,1.52,1.86
737552755354415005,3.25,1.97,1.71,4.02,1.54,1.66
737552917035670559,3.18,1.91,1.64,3.96,1.49,1.72
738227277153973431,1.8,1.69,1.3,3.71,0.9,3.54
738965994811389537,1.15,1.48,1.25,3.2,1.48,4.08
739485256225475860,0.69,0.77,0.85,2.34,1.83,4.13
739542419166462008,1.44,0.54,1.01,1.76,2.28,3.99
739559541197161611,1.4,1.23,0.89,3.23,1.06,3.62
740329066444088871,0.53,1.37,1.35,2.66,2.0,4.5
740330810200504918,4.05,2.69,2.54,4.41,2.51,1.49
740340949836314004,2.14,1.38,1.83,1.34,3.06,4.37
740410318956394011,2.79,4.14,4.16,4.33,4.5,7.13
740411091287089516,0.8,0.6,0.79,2.17,1.9,4.09
740411191443804315,0.72,0.68,0.85,2.19,1.93,4.15
740411652934410135,2.33,0.98,1.17,2.47,2.15,3.2
740454037964115413,2.73,1.41,1.19,3.45,1.43,2.24
729694915509522549,3.36,2.28,1.89,4.49,1.16,1.5
729806922275855002,3.23,2.32,2.71,1.96,3.82,4.52
